# bert_prediction,  crf_prediction
#此开卷第一回也．作者自云：因曾历过一番梦幻之后，故将真事隐去，而借"通灵"之说，撰此《石头记》一书也．故曰"甄士隐"云云．但书中所记何事何人？自又云：   |||  作者  ||| 作者自云
1 0
#说着就唤彩云来，"把前儿的那几瓶香露拿了来．"袭人道：   |||  袭人  ||| 
1 0
#彩云听说，去了半日，果然拿了两瓶来，付与袭人．袭人看时，只见两个玻璃小瓶，却有三寸大小，上面螺丝银盖，鹅黄笺上写着"木樨清露"，那一个写着"玫瑰清露"袭人笑道：   |||  袭人  ||| 彩云
1 0
#袭人答应着，方要走时，王夫人又叫：   |||  王夫人  ||| 袭人
1 0
#袭人忙又回来．王夫人见房内无人，便问道：   |||  王夫人  ||| 袭人
1 0
#袭人见王夫人这般悲感，自己也不觉伤了心，陪着落泪．又道：   |||  袭人  ||| 
1 0
#袭人去了，宝玉便命晴雯来吩咐道：   |||  宝玉  ||| 袭人
1 0
#晴雯听了，只得拿了帕子往潇湘馆来．只见春纤正在栏杆上晾手帕子，见他进来，忙摆手儿，说：   |||  春纤  ||| 晴雯
1 0
#晴雯走进来，满屋а黑．并未点灯．黛玉已睡在床上，问是谁．晴雯忙答道：   |||  晴雯  ||| 晴雯黛玉晴雯
1 0
#因问：   |||  因  ||| 
1 0
#却说袭人来见宝钗，谁知宝钗不在园内，往他母亲那里去了，袭人便空手回来．等至二更，宝钗方回来．原来宝钗素知薛蟠情性，心中已有一半疑是薛蟠调唆了人来告宝玉的，谁知又听袭人说出来，越发信了．究竟袭人是听焙茗说的，那焙茗也是私心窥度，并未据实，竟认准是他说的．那薛蟠都因素日有这个名声，其实这一次却不是他干的，被人生生的一口咬死是他，有口难分．这日正从外头吃了酒回来，见过母亲，只见宝钗在这里，说了几句闲话，因问：   |||  宝钗  ||| 薛蟠人生
1 0
#薛姨妈正为这个不自在，见他问时，便咬着牙道：   |||  薛姨妈  ||| 
1 0
#因向薛蟠道：   |||  因  ||| 
1 0
#薛蟠本是个心直口快的人，一生见不得这样藏头露尾的事，又见宝钗劝他不要逛去，他母亲又说他犯舌，宝玉之打是他治的，早已急的乱跳，赌身发誓的分辩．又骂众人：   |||  宝玉  ||| 薛蟠
1 0
#一面嚷，一面抓起一根门闩来就跑．慌的薛姨妈一把抓住，骂道：   |||  薛姨妈  ||| 
1 0
#薛姨妈和宝钗急的说道：   |||  薛姨妈和宝钗  ||| 
1 0
#话未说了，把个宝钗气怔了，拉着薛姨妈哭道：   |||  宝钗  ||| 薛姨妈
1 0
#这里薛姨妈气的乱战，一面又劝宝钗道：   |||  薛姨妈  ||| 薛姨妈气
1 0
#宝钗满心委屈气忿，待要怎样，又怕他母亲不安，少不得含泪别了母亲，各自回来，到房里整哭了一夜．次日早起来，也无心梳洗，胡乱整理整理，便出来瞧母亲．可巧遇见林黛玉独立在花阴之下，问他那里去．薛宝钗因说"家去"，口里说着，便只管走．黛玉见他无精打采的去了，又见眼上有哭泣之状，大非往日可比，便在后面笑道：   |||  黛玉  ||| 宝钗薛宝钗黛玉
1 0
#话说宝钗分明听见林黛玉刻薄他，因记挂着母亲哥哥，并不回头，一径去了．这里林黛玉还自立于花阴之下，远远的却向怡红院内望着，只见李宫裁，迎春，探春，惜春并各项人等都向怡红院内去过之后，一起一起的散尽了，只不见凤姐儿来，心里自己盘算道：   |||  凤姐儿  ||| 
1 0
#一面猜疑，一面抬头再看时，只见花花簇簇一群人又向怡红院内来了．定眼看时，只见贾母搭着凤姐儿的手，后头邢夫人王夫人跟着周姨娘并丫鬟媳妇等人都进院去了．黛玉看了不觉点头，想起有父母的人的好处来，早又泪珠满面．少顷，只见宝钗薛姨妈等也进入去了．忽见紫鹃从背后走来，说道：   |||  紫鹃  ||| 周姨娘并丫鬟媳妇等人黛玉
1 0
#紫鹃笑道：   |||  紫鹃  ||| 
1 0
#一进院门，只见满地下竹影参差，苔痕浓淡，不觉又想起《西厢记》中所云"幽僻处可有人行，点苍苔白露泠泠"二句来，因暗暗的叹道：   |||  人  ||| 有人
1 0
#一面想，一面只管走，不防廊上的鹦哥见林黛玉来了，嘎的一声扑了下来，倒吓了一跳，因说道：   |||  鹦哥  ||| 
1 0
#．那鹦哥便长叹一声，竟大似林黛玉素日吁嗟音韵，接着念道：   |||  鹦哥  ||| 
1 0
#黛玉紫鹃听了都笑起来．紫鹃笑道：   |||  紫鹃  ||| 
1 0
#且说薛宝钗来至家中，只见母亲正自梳头呢．一见他来了，便说道：   |||  薛宝钗  ||| 
1 0
#一面说，一面在他母亲身旁坐了，由不得哭将起来．薛姨妈见他一哭，自己撑不住，也就哭了一场，一面又劝他：   |||  薛姨妈  ||| 
1 0
#口里说着，眼睛里禁不起也滚下泪来．薛姨妈本不哭了，听他一说又勾起伤心来．宝钗勉强笑道：   |||  宝钗  ||| 
1 0
#个进来，大家见过了，只见宝玉躺在榻上．薛姨妈问他可好些．宝玉忙欲欠身，口里答应着好些诉我。”宝玉笑道：   |||  宝玉  ||| 薛姨妈宝玉
1 0
#贾母便一叠声的叫人做去．凤姐儿笑道：   |||  凤姐儿  ||| 贾母凤姐儿
1 0
#薛姨妈先接过来瞧时，原来是个小匣子，里面装着四副银模子，都有一尺多长，一寸见方，上面凿着有豆子大小，也有菊花的，也有梅花的，也有莲蓬的，也有菱角的，共有三四十样，打的十分精巧．因笑向贾母王夫人道：   |||  薛姨妈  ||| 薛姨妈先
1 0
#凤姐儿也不等人说话，便笑道：   |||  凤姐儿  ||| 
1 0
#宝玉勾着贾母原为赞林黛玉的，不想反赞起宝钗来，倒也意出望外，便看着宝钗一笑．宝钗早扭过头去和袭人说话去了．忽有人来请吃饭，贾母方立起身来，命宝玉好生养着，又把丫头们嘱咐了一回，方扶着凤姐儿，让着薛姨妈，大家出房去了．因问汤好了不曾，又问薛姨妈等：   |||  宝玉  ||| 宝钗
1 0
#宝玉伸手拉着袭人笑道：   |||  宝玉  ||| 宝玉袭人
1 0
#说着，便仰头向窗外道：   |||  窗外  ||| 
1 0
#贾母等尚未听真，都止步问宝钗．宝钗说明了，大家方明白．贾母又说道：   |||  贾母  ||| 
1 0
#薛姨妈宝钗等都笑道：   |||  薛姨妈宝钗  ||| 薛姨妈宝钗等
1 0
#大家说着，往前迈步正走，忽见史湘云，平儿，香菱等在山石边掐凤仙花呢，见了他们走来，都迎上来了．少顷至园外，王夫人恐贾母乏了，便欲让至上房内坐．贾母也觉腿酸，便点头依允．王夫人便令丫头忙先去铺设坐位．那时赵姨娘推病，只有周姨娘与众婆娘丫头们忙着打帘子，立靠背，铺褥子．贾母扶着凤姐儿进来，与薛姨妈分宾主坐了．薛宝钗史湘云坐在下面．王夫人亲捧了茶奉与贾母，李宫裁奉与薛姨妈．贾母向王夫人道：   |||  贾母  ||| 凤仙周姨娘与众婆娘丫头们
1 0
#王夫人方向一张小杌子上坐下，便吩咐凤姐儿道：   |||  王夫人  ||| 
1 0
#凤姐儿答应出去，便令人去贾母那边告诉，那边的婆娘忙往外传了，丫头们忙都赶过来．王夫人便令"请姑娘们去"．请了半天，只有探春惜春两个来了，迎春身上不耐烦，不吃饭，林黛玉自不消说，平素十顿饭只好吃五顿，众人也不着意了．少顷饭至，众人调放了桌子．凤姐儿用手巾裹着一把牙箸站在地下，笑道：   |||  凤姐儿  ||| 凤姐儿婆娘丫头们王夫人凤姐儿
1 0
#少顷，荷叶汤来，贾母看过了．王夫人回头见玉钏儿在那边，便令玉钏与宝玉送去．凤姐道：   |||  凤姐  ||| 王夫人凤姐
1 0
#说着，便令一个婆子来，将汤饭等物放在一个捧盒里，令他端了跟着，他两个却空着手走．一直到了怡红院门内，玉钏儿方接了过来，同莺儿进入宝玉房中．袭人，麝月，秋纹三个人正和宝玉顽笑呢，见他两个来了，都忙起来，笑道：   |||  袭人，麝月，秋纹三个人  ||| 婆子
1 0
#这里麝月等预备了碗箸来伺候吃饭．宝玉只是不吃，问玉钏儿道：   |||  宝玉  ||| 玉钏儿
1 0
#玉钏儿满脸怒色，正眼也不看宝玉，半日，方说了一个"好"字．宝玉便觉没趣，半日，只得又陪笑问道：   |||  宝玉  ||| 玉钏儿
1 0
#宝玉见他还是这样哭丧，便知他是为金钏儿的原故，待要虚心下气磨转他，又见人多，不好下气的，因而变尽方法，将人都支出去，然后又陪笑问长问短．那玉钏儿先虽不悦，只管见宝玉一些性子没有，凭他怎么丧谤，他还是温存和气，自己倒不好意思的了，脸上方有三分喜色．宝玉便笑求他：   |||  宝玉  ||| 玉钏儿宝玉
1 0
#玉钏儿真就赌气尝了一尝．宝玉笑道：   |||  宝玉  ||| 玉钏儿宝玉
1 0
#宝玉听说，便知是通判傅试家的嬷嬷来了．那傅试原是贾政的门生，历年来都赖贾家的名势得意，贾政也着实看待，故与别个门生不同，他那里常遣人来走动．宝玉素习最厌愚男蠢女的，今日却如何又令两个婆子过来？其中原来有个原故：只因那宝玉闻得傅试有个妹子，名唤傅秋芳，也是个琼闺秀玉，常闻人传说才貌俱全，虽自未亲睹，然遐思遥爱之心十分诚敬，不命他们进来，恐薄了傅秋芳，因此连忙命让进来．那傅试原是暴发的，因傅秋芳有几分姿色，聪明过人，那傅试安心仗着妹妹要与豪门贵族结姻，不肯轻意许人，所以耽误到如今．目今傅秋芳年已二十三岁，尚未许人．争奈那些豪门贵族又嫌他穷酸，根基浅薄，不肯求配．那傅试与贾家亲密，也自有一段心事．今日遣来的两个婆子偏生是极无知识的，闻得宝玉要见，进来只刚问了好，说了没两句话．那玉钏见生人来，也不和宝玉厮闹了，手里端着汤只顾听话．宝玉又只顾和婆子说话，一面吃饭，一面伸手去要汤．两个人的眼睛都看着人，不想伸猛了手，便将碗碰翻，将汤泼了宝玉手上．玉钏儿倒不曾烫着，唬了一跳，忙笑了，"这是怎么说！"慌的丫头们忙上来接碗．宝玉自己烫了手倒不觉的，却只管问玉钏儿：   |||  玉钏  ||| 宝玉嬷嬷门生宝玉奈那些豪门贵族宝玉玉钏儿
1 0
#那一个又笑道：   |||  一个  ||| 
1 0
#如今且说袭人见人去了，便携了莺儿过来，问宝玉打什么络子．宝玉笑向莺儿道：   |||  宝玉  ||| 
1 0
#宝玉见问，便笑道：   |||  宝玉  ||| 
1 0
#一面说，一面叫袭人刚拿了线来，窗外婆子说姑娘们的饭都有了．去的！"莺儿一面理线，一面笑道：   |||  莺儿  ||| 
1 0
#宝玉一面看莺儿打络子，一面说闲话，因问他"十几岁了？"莺儿手里打着，一面答话说：   |||  莺儿  ||| 宝玉
1 0
#莺儿抿嘴一笑．宝玉笑道：   |||  宝玉  ||| 莺儿宝玉
1 0
#宝玉见莺儿娇憨婉转，语笑如痴，早不胜其情了，那更提起宝钗来！便问他道：   |||  宝玉  ||| 
1 0
#正说着，只听外头说道：   |||  外头  ||| 
1 0
#二人回头看时，不是别人，正是宝钗来了．宝玉忙让坐．宝钗坐了，因问莺儿"打什么呢？"一面问，一面向他手里去瞧，才打了半截．宝钗笑道：   |||  宝钗  ||| 宝宝钗
1 0
#一句话提醒了宝玉，便拍手笑道：   |||  宝玉  ||| 
1 0
#宝玉听说，喜之不尽，一叠声便叫袭人来取金线．正值袭人端了两碗菜走进来，告诉宝玉道：今儿奇怪，才刚太太打发人给我送了两碗菜来．家吃的。”袭人道：   |||  袭人  ||| 宝玉袭人
1 0
#这里宝玉正看着打络子，忽见邢夫人那边遣了两个丫鬟送了两样果子来与他吃，问他"可走得了？若走得动，叫哥儿明儿过来散散心，太太着实记挂着呢。”宝玉忙道：   |||  宝玉  ||| 邢夫人宝玉
1 0
#闲言少述．如今且说王凤姐自见金钏死后，忽见几家仆人常来孝敬他些东西，又不时的来请安奉承，自己倒生了疑惑，不知何意．这日又见人来孝敬他东西，因晚间无人时笑问平儿道：   |||  人  ||| 仆人常来孝敬他人
1 0
#这日午间，薛姨妈母女两个与林黛玉等正在王夫人房里大家吃东西呢，凤姐儿得便回王夫人道：   |||  凤姐儿  ||| 王夫人
1 0
#凤姐答应着，回头找玉钏儿，笑道：   |||  凤姐  ||| 头找玉钏儿
1 0
#玉钏儿过来磕了头．王夫人问道：   |||  王夫人  ||| 玉钏王夫人
1 0
#凤姐才要笑，忙又忍住了，听王夫人示下．王夫人想了半日，向凤姐儿道：   |||  王夫人  ||| 凤姐王夫人
1 0
#说毕半日，凤姐见无话，便转身出来．刚至廊檐上，只见有几个执事的媳妇子正等他回事呢，见他出来，都笑道：   |||  媳妇子  ||| 
1 0
#凤姐把袖子挽了几挽，み着那角门的门槛子，笑道：   |||  凤姐  ||| 
1 0
#又告诉众人道：   |||  人  ||| 
1 0
#又冷笑道：   |||  又  ||| 
1 0
#却说王夫人等这里吃毕西瓜，又说了一回闲话，各自方散去．宝钗与黛玉等回至园中，宝钗因约黛玉往藕香榭去，黛玉回说立刻要洗澡，便各自散了．宝钗独自行来，顺路进了怡红院，意欲寻宝玉谈讲以解午倦．不想一入院来，鸦雀无闻，一并连两只仙鹤在芭蕉下都睡着了．宝钗便顺着游廊来至房中，只见外间床上横三竖四，都是丫头们睡觉．转过十锦К子，来至宝玉的房内．宝玉在床上睡着了，袭人坐在身旁，手里做针线，旁边放着一柄白犀げ．宝钗走近前来，悄悄的笑道：   |||  宝钗  ||| 宝钗与黛玉宝钗宝钗宝钗
1 0
#又笑道：   |||  又  ||| 
1 0
#不想林黛玉因遇见史湘云约他来与袭人道喜，二人来至院中，见静悄悄的，湘云便转身先到厢房里去找袭人．林黛玉却来至窗外，隔着纱窗往里一看，只见宝玉穿着银红纱衫子，随便睡着在床上，宝钗坐在身旁做针线，旁边放着蝇帚子，林黛玉见了这个景儿，连忙把身子一藏，手握着嘴不敢笑出来，招手儿叫湘云．湘云一见他这般景况，只当有什么新闻，忙也来一看，也要笑时，忽然想起宝钗素日待他厚道，便忙掩住口．知道林黛玉不让人，怕他言语之中取笑，便忙拉过他来道：   |||  宝钗  ||| 
1 0
#这里宝钗只刚做了两三个花瓣，忽见宝玉在梦中喊骂说：   |||  宝玉  ||| 
1 0
#宝钗摇头．袭人又笑道：   |||  袭人  ||| 宝钗袭人
1 0
#因向袭人笑道：   |||  袭人  ||| 
1 0
#袭人只得唤起两个丫鬟来，一同宝钗出怡红院，自往凤姐这里来．果然是告诉他这话，又叫他与王夫人叩头，且不必去见贾母，倒把袭人不好意思的．见过王夫人急忙回来，宝玉已醒了，问起原故，袭人且含糊答应，至夜间人静，袭人方告诉．宝玉喜不自禁，又向他笑道：   |||  宝玉  ||| 袭人宝玉宝玉
1 0
#宝玉听见这话，便忙握他的嘴，说道：   |||  宝玉  ||| 
1 0
#袭人深知宝玉性情古怪，听见奉承吉利话又厌虚而不实，听了这些尽情实话又生悲感，便悔自己说冒撞了，连忙笑着用话截开，只拣那宝玉素喜谈者问之．先问他春风秋月，再谈及粉淡脂萤，然后谈到女儿如何好，又谈到女儿死，袭人忙掩住口．宝玉谈至浓快时，见他不说了，便笑道：   |||  宝玉  ||| 袭人
1 0
#一日，宝玉因各处游的烦腻，便想起《牡丹亭》曲来，自己看了两遍，犹不惬怀，因闻得梨香院的十二个女孩子中有小旦龄官最是唱的好，因着意出角门来找时，只见宝官玉官都在院内，见宝玉来了，都笑嘻嘻的让坐．宝玉因问"龄官独在那里？"众人都告诉他说：   |||  众人  ||| 宝官玉官宝玉
1 0
#宝玉忙至他房内，只见龄官独自倒在枕上，见他进来，文风不动．宝玉素习与别的女孩子顽惯了的，只当龄官也同别人一样，因进前来身旁坐下，又陪笑央他起来唱"袅晴丝"一套．不想龄官见他坐下，忙抬身起来躲避，正色说道：   |||  龄官  ||| 宝玉
1 0
#宝玉见他坐正了，再一细看，原来就是那日蔷薇花下划"蔷"字那一个．又见如此景况，从来未经过这番被人弃厌，自己便讪讪的红了脸，只得出来了．宝官等不解何故，因问其所以．宝玉便说了，遂出来．宝官便说道：   |||  宝玉  ||| 宝官
1 0
#宝玉听了，以为奇特，少站片时，果见贾蔷从外头来了，手里又提着个雀儿笼子，上面扎着个小戏台，并一个雀儿，兴兴头头的往里走着找龄官．见了宝玉，只得站住．宝玉问他：   |||  宝玉  ||| 宝玉贾蔷一个雀儿，兴兴头宝玉
1 0
#说着，便拿些谷子哄的那个雀儿在戏台上乱串，衔鬼脸旗帜．众女孩子都笑道"有趣"，独龄官冷笑了两声，赌气仍睡去了．贾蔷还只管陪笑，问他好不好．龄官道：   |||  龄官  ||| 贾蔷
1 0
#且说林黛玉当下见了宝玉如此形象，便知是又从那里着了魔来，也不便多问，因向他说道：   |||  林黛玉  ||| 
1 0
#宝玉未说话，黛玉便先笑道：   |||  黛玉  ||| 宝玉黛玉
1 0
#宝玉不解，忙问：   |||  宝玉  ||| 
1 0
#袭人便将昨日睡觉无人作伴，宝姑娘坐了一坐的话说了出来．宝玉听了，忙说：   |||  宝玉  ||| 袭人宝姑宝玉
1 0
#一面又说：   |||  一面  ||| 
1 0
#正说着，忽见史湘云穿的齐齐整整的走来辞说家里打发人来接他．宝玉林黛玉听说，忙站起来让坐．史湘云也不坐，宝林两个只得送他至前面．那史湘云只是眼泪汪汪的，见有他家人在跟前，又不敢十分委曲．少时薛宝钗赶来，愈觉缱绻难舍．还是宝钗心内明白，他家人若回去告诉了他婶娘，待他家去又恐受气，因此倒催他走了．众人送至二门前，宝玉还要往外送，倒是湘云拦住了．一时，回身又叫宝玉到跟前，悄悄的嘱道：   |||  薛宝钗  ||| 史湘云
1 0
#却说贾政出门去后，外面诸事不能多记．单表宝玉每日在园中任意纵性的逛荡，真把光阴虚度，岁月空添．这日正无聊之际，只见翠墨进来，手里拿着一副花笺送与他．宝玉因道：   |||  宝玉  ||| 贾政宝玉
1 0
#翠墨道：   |||  翠墨  ||| 
1 0
#一面说，一面就走，翠墨跟在后面．刚到了沁芳亭，只见园中后门上值日的婆子手里拿着一个字帖走来，见了宝玉，便迎上去，口内说道：   |||  婆子  ||| 沁芳
1 0
#众人见他进来，都笑说：   |||  众人  ||| 
1 0
#迎春笑道：   |||  迎春  ||| 
1 0
#一语未了，李纨也来了，进门笑道：   |||  李纨  ||| 
1 0
#李纨道：   |||  李纨  ||| 
1 0
#众人都道别致有趣．黛玉笑道：   |||  黛玉  ||| 众人黛玉
1 0
#众人听了都笑起来．探春因笑道：你别忙中使巧话来骂人，我已替你想了个极当的美号了。”又向众人道：   |||  探春  ||| 众人探春
1 0
#大家听说，都拍手叫妙．林黛玉低了头方不言语．李纨笑道：   |||  李纨  ||| 林黛玉
1 0
#惜春迎春都问是什么．李纨道：   |||  李纨  ||| 
1 0
#李纨道：   |||  李纨  ||| 
1 0
#李纨道：   |||  李纨  ||| 
1 0
#迎春道：   |||  迎春  ||| 
1 0
#李纨道：   |||  李纨  ||| 
1 0
#李纨道：   |||  李纨  ||| 
1 0
#迎春惜春本性懒于诗词，又有薛林在前，听了这话便深合己意，二人皆说：   |||  二人  ||| 
1 0
#．探春等也知此意，见他二人悦服，也不好强，只得依了．因笑道：   |||  探春等  ||| 
1 0
#李纨道：   |||  李纨  ||| 
1 0
#拟定日期，风雨无阻．除这两日外，倘有高兴的，他情愿加一社的，或情愿到他那里去，或附就了来，亦可使得，岂不活泼有趣。”众人都道：   |||  众人  ||| 泼有众人
1 0
#李纨道：   |||  李纨  ||| 
1 0
#迎春道：   |||  迎春  ||| 
1 0
#李纨道：   |||  李纨  ||| 
1 0
#迎春道：   |||  迎春  ||| 
1 0
#迎春道：   |||  迎春  ||| 
1 0
#说着，走到书架前抽出一本诗来，随手一揭，这首竟是一首七言律，递与众人看了，都该作七言律．迎春掩了诗，又向一个小丫头道：   |||  迎春  ||| 
1 0
#那丫头正倚门立着，便说了个"门"字．迎春笑道：   |||  迎春  ||| 
1 0
#待书一样预备下四份纸笔，便都悄然各自思索起来．独黛玉或抚梧桐，或看秋色，或又和丫鬟们嘲笑．迎春又令丫鬟炷了一支"梦甜香"．原来这"梦甜香"只有三寸来长，有灯草粗细，以其易烬，故以此烬为限，如香烬未成便要罚．一时探春便先有了，自提笔写出，又改抹了一回，递与迎春．因问宝钗：   |||  黛玉  ||| 
1 0
#宝玉背着手，在回廊上踱来踱去，因向黛玉说道：   |||  宝玉  ||| 
1 0
#又向黛玉道：   |||  黛玉  ||| 
1 0
#说着也走在案前写了．李纨道：   |||  李纨  ||| 
1 0
#欲偿白帝凭清洁，不语婷婷日又昏．李纨笑道：   |||  李纨  ||| 
1 0
#娇羞默默同谁诉，倦倚西风夜已昏．众人看了，都道是这首为上．李纨道：   |||  李纨  ||| 众人
1 0
#李纨道：   |||  李纨  ||| 
1 0
#又笑道：   |||  又  ||| 
1 0
#李纨道：   |||  李纨  ||| 
1 0
#宝玉听说，只得罢了．李纨道：   |||  李纨  ||| 宝玉
1 0
#且说袭人因见宝玉看了字贴儿便慌慌张张的同翠墨去了，也不知是何事．后来又见后门上婆子送了两盆海棠花来．袭人问是那里来的，婆子便将宝玉前一番缘故说了．袭人听说便命他们摆好，让他们在下房里坐了，自己走到自己房内秤了六钱银子封好，又拿了三百钱走来，都递与那两个婆子道：   |||  百钱  ||| 袭人婆子袭人
1 0
#袭人回至房中，拿碟子盛东西与史湘云送去，却见К子上碟槽空着．因回头见晴雯，秋纹，麝月等都在一处做针黹，袭人问道：   |||  袭人  ||| 袭人袭人
1 0
#说着，又笑道：   |||  说  ||| 
1 0
#袭人打点齐备东西，叫过本处的一个老宋妈妈来，向他说道：   |||  老宋妈妈  ||| 
1 0
#那宋嬷嬷道：   |||  宋嬷嬷  ||| 嬷嬷
1 0
#宋嬷嬷道：   |||  宋嬷嬷  ||| 嬷嬷
1 0
#宋嬷嬷听了，便拿了东西出去，另外穿戴了．袭人又嘱咐他：   |||  袭人  ||| 嬷嬷
1 0
#宝玉回来，先忙着看了一回海棠，至房内告诉袭人起诗社的事．袭人也把打发宋妈妈与史湘云送东西去的话告诉了宝玉．宝玉听了，拍手道：   |||  宝玉  ||| 宝玉海袭人
1 0
#正说着，宋妈妈已经回来，回复道生受，与袭人道乏，又说：   |||  宋妈妈  ||| 
1 0
#宝玉听了立身便往贾母处来，立逼着叫人接去．贾母因说：   |||  贾母  ||| 宝玉贾母
1 0
#次日一早，便又往贾母处来催逼人接去．直到午后，史湘云才来，宝玉方放了心，见面时就把始末原由告诉他，又要与他诗看．李纨等因说道：   |||  李纨  ||| 史湘云
1 0
#史湘云道：   |||  史湘云  ||| 
1 0
#众人见他这般有趣，越发喜欢，都埋怨昨日怎么忘了他，遂忙告诉他韵．史湘云一心兴头，等不得推敲删改，一面只管和人说着话，心内早已和成，即用随便的纸笔录出，先笑说道：   |||  史湘云  ||| 
1 0
#说着递与众人．众人道：   |||  众人  ||| 
1 0
#史湘云道：   |||  史湘云  ||| 
1 0
#湘云听了，心中自是感服，极赞他想的周到．宝钗又笑道：   |||  宝钗  ||| 湘云宝钗
1 0
#宝钗听说，便叫一个婆子来：   |||  宝钗  ||| 宝钗婆子
1 0
#话说宝钗湘云二人计议已妥，一宿无话．湘云次日便请贾母等赏桂花．贾母等都说道：   |||  贾母  ||| 
1 0
#至午，果然贾母带了王夫人凤姐兼请薛姨妈等进园来．贾母因问那一处好？山坡下两棵桂花开的又好，河里的水又碧清，坐在河当中亭子上岂不敞亮，看着水眼也清亮。”贾母听了，说：   |||  贾母  ||| 贾母亭子上
1 0
#说着，就引了众人往藕香榭来．原来这藕香榭盖在池中，四面有窗，左右有曲廊可通，亦是跨水接岸，后面又有曲折竹桥暗接．众人上了竹桥，凤姐忙上来搀着贾母，口里说：   |||  凤姐  ||| 众人凤姐
1 0
#一时进入榭中，只见栏杆外另放着两张竹案，一个上面设着杯箸酒具，一个上头设着茶筅茶盂各色茶具．那边有两三个丫头煽风炉煮茶，这一边另外几个丫头也煽风炉烫酒呢．贾母喜的忙问：   |||  贾母  ||| 张竹案，一个几个丫头贾母
1 0
#芙蓉影破归兰桨，菱藕香深写竹桥．贾母听了，又抬头看匾，因回头向薛姨妈道：   |||  贾母  ||| 
1 0
#风姐不等人说，先笑道：   |||  风姐  ||| 
1 0
#未及说完，贾母与众人都笑软了．贾母笑道：   |||  贾母  ||| 贾母与众人贾母
1 0
#说着，一齐进入亭子，献过茶，凤姐忙着搭桌子，要杯箸．上面一桌，贾母，薛姨妈，宝钗，黛玉，宝玉，东边一桌，史湘云，王夫人，迎，探，惜，西边靠门一桌，李纨和凤姐的，虚设坐位，二人皆不敢坐，只在贾母王夫人两桌上伺候．凤姐吩咐：   |||  凤姐  ||| 凤姐凤姐
1 0
#一面又要水洗了手，站在贾母跟前剥蟹肉，头次让薛姨妈．薛姨妈道：   |||  薛姨妈  ||| 
1 0
#又命小丫头们去取菊花叶儿桂花蕊熏的绿豆面子来，预备洗手．史湘云陪着吃了一个，就下座来让人，又出至外头，令人盛两盘子与赵姨娘周姨娘送去．又见凤姐走来道：   |||  凤姐  ||| 周姨娘送
1 0
#湘云不肯，又令人在那边廊上摆了两桌，让鸳鸯，琥珀，彩霞，彩云，平儿去坐．鸳鸯因向凤姐笑道：   |||  鸳鸯  ||| 霞，彩云，平儿
1 0
#说着，史湘云仍入了席．凤姐和李纨也胡乱应个景儿．凤姐仍是下来张罗，一时出至廊上，鸳鸯等正吃的高兴，见他来了，鸳鸯等站起来道：   |||  鸳鸯  ||| 应个凤姐
1 0
#鸳鸯笑着忙斟了一杯酒，送至凤姐唇边，凤姐一扬脖子吃了．琥珀彩霞二人也斟上一杯，送至凤姐唇边，那凤姐也吃了．平儿早剔了一壳黄子送来，凤姐道：   |||  凤姐  ||| 凤姐平儿凤姐
1 0
#一面也吃了，笑道：   |||  一面  ||| 
1 0
#鸳鸯笑道：   |||  鸳鸯  ||| 
1 0
#鸳鸯道：   |||  鸳鸯  ||| 
1 0
#琥珀笑道：   |||  琥珀  ||| 
1 0
#平儿手里正掰了个满黄的螃蟹，听如此奚落他，便拿着螃蟹照着琥珀脸上抹来，口内笑骂"我把你这嚼舌根的小蹄子！"琥珀也笑着往旁边一躲，平儿使空了，往前一撞，正恰恰的抹在凤姐儿腮上．凤姐儿正和鸳鸯嘲笑，不防唬了一跳，嗳哟了一声．众人撑不住都哈哈的大笑起来．凤姐也禁不住笑骂道：   |||  众人  ||| 恰的抹凤姐儿众人凤姐
1 0
#平儿忙赶过来替他擦了，亲自去端水．鸳鸯道：   |||  鸳鸯  ||| 平儿
1 0
#鸳鸯等忙高声笑回道：   |||  鸳鸯  ||| 
1 0
#鸳鸯等笑着答应了，高声又说道：   |||  鸳鸯等  ||| 
1 0
#贾母一时不吃了，大家方散，都洗了手，也有看花的，也有弄水看鱼的，游玩了一回．王夫人因回贾母说：   |||  王夫人  ||| 王夫人贾母
1 0
#回头又嘱咐湘云：   |||  回  ||| 
1 0
#湘云答应着．又嘱咐湘云宝钗二人说：   |||  湘云  ||| 
1 0
#二人忙应着送出园外，仍旧回来，令将残席收拾了另摆．宝玉道：   |||  宝玉  ||| 
1 0
#湘云又把不限韵的原故说了一番．宝玉道：   |||  宝玉  ||| 湘云宝玉
1 0
#林黛玉因不大吃酒，又不吃螃蟹，自令人掇了一个绣墩倚栏杆坐着，拿着钓竿钓鱼．宝钗手里拿着一枝桂花玩了一回，俯在窗槛上?了桂蕊掷向水面，引的游鱼浮上来唼喋．湘云出一回神，又让一回袭人等，又招呼山坡下的众人只管放量吃．探春和李纨惜春立在垂柳阴中看鸥鹭．迎春又独在花阴下拿着花针穿茉莉花．宝玉又看了一回黛玉钓鱼，一回又俯在宝钗旁边说笑两句，一回又看袭人等吃螃蟹，自己也陪他饮两口酒．袭人又剥一壳肉给他吃．黛玉放下钓竿，走至座间，拿起那乌银梅花自斟壶来，拣了一个小小的海棠冻石蕉叶杯．丫鬟看见，知他要饮酒，忙着走上来斟．黛玉道：   |||  黛玉  ||| 林黛玉湘云袭人黛玉丫鬟
1 0
